Tempo(s),X(m),Y(m),Z(m),Roll(rad),Pitch(rad),Yaw(rad),VelX(m/s),VelY(m/s),VelLinear(m/s),VelAngular(rad/s),VelActEsquerda(m/s),VelActDireita(m/s)
0.000,0.0000,0.0000,0.1400,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000
0.050,0.0020,0.0000,0.1387,-0.0001,-0.0016,-0.0003,0.0397,0.0002,0.0397,-0.0060,1.0000,1.0000
0.100,0.0068,0.0000,0.1387,-0.0001,-0.0018,-0.0005,0.0962,0.0002,0.0962,-0.0040,1.0000,1.0000
0.150,0.0117,0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0974,0.0000,0.0974,-0.0016,1.0000,1.0000
0.200,0.0165,0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0004,1.0000,1.0000
0.250,0.0214,0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,0.0000,1.0000,1.0000
0.300,0.0263,0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,0.0001,1.0000,1.0000
0.350,0.0311,0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,0.0001,1.0000,1.0000
0.400,0.0360,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,0.0000,1.0000,1.0000
0.450,0.0409,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,0.0000,1.0000,1.0000
0.500,0.0457,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0000,1.0000,1.0000
0.550,0.0506,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0000,1.0000,1.0000
0.600,0.0555,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0000,1.0000,1.0000
0.650,0.0603,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0000,1.0000,1.0000
0.700,0.0652,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0000,1.0000,1.0000
0.750,0.0701,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
0.800,0.0749,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
0.850,0.0798,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
0.900,0.0847,-0.0000,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
0.950,0.0895,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.000,0.0944,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.050,0.0993,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.100,0.1041,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.150,0.1090,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.200,0.1138,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.250,0.1187,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.300,0.1236,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.350,0.1284,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.400,0.1333,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.450,0.1382,-0.0001,0.1387,-0.0001,-0.0018,-0.0006,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.500,0.1430,-0.0001,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.550,0.1479,-0.0001,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.600,0.1528,-0.0001,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.650,0.1576,-0.0001,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.700,0.1625,-0.0001,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.750,0.1674,-0.0001,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
1.800,0.1722,-0.0001,0.1387,-0.0001,-0.0017,-0.0007,0.0974,-0.0001,0.0974,0.0001,1.0000,1.0000
1.850,0.1771,-0.0001,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,0.0001,1.0000,1.0000
1.900,0.1820,-0.0001,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0000,1.0000,1.0000
1.950,0.1868,-0.0002,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
2.000,0.1917,-0.0002,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0002,1.0000,1.0000
2.050,0.1966,-0.0002,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0002,1.0000,1.0000
2.100,0.2014,-0.0002,0.1387,-0.0001,-0.0017,-0.0007,0.0976,-0.0001,0.0976,-0.0004,1.0000,1.0000
2.150,0.2063,-0.0002,0.1387,-0.0001,-0.0018,-0.0007,0.0972,-0.0001,0.0972,-0.0001,1.0000,1.0000
2.200,0.2112,-0.0002,0.1387,-0.0001,-0.0018,-0.0007,0.0972,-0.0001,0.0972,-0.0002,1.0000,1.0000
2.250,0.2160,-0.0002,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0002,1.0000,1.0000
2.300,0.2209,-0.0002,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0002,1.0000,1.0000
2.350,0.2258,-0.0002,0.1387,-0.0001,-0.0018,-0.0007,0.0973,-0.0001,0.0973,-0.0002,1.0000,1.0000
2.400,0.2306,-0.0002,0.1387,-0.0001,-0.0018,-0.0008,0.0973,-0.0001,0.0973,-0.0001,1.0000,1.0000
2.450,0.2355,-0.0002,0.1387,-0.0001,-0.0018,-0.0008,0.0973,-0.0001,0.0973,-0.0001,1.4218,1.0532
2.500,0.2411,-0.0001,0.1387,-0.0001,-0.0019,-0.0035,0.1128,0.0018,0.1128,-0.0547,1.4218,1.0532
2.550,0.2471,0.0001,0.1387,-0.0001,-0.0018,-0.0082,0.1186,0.0032,0.1187,-0.0942,1.4218,1.0532
2.600,0.2530,0.0002,0.1387,-0.0001,-0.0018,-0.0135,0.1183,0.0034,0.1183,-0.1055,1.4218,1.0532
2.650,0.2589,0.0004,0.1387,-0.0001,-0.0018,-0.0191,0.1183,0.0031,0.1183,-0.1117,1.4218,1.0532
2.700,0.2648,0.0005,0.1387,-0.0001,-0.0018,-0.0248,0.1183,0.0026,0.1183,-0.1143,1.4218,1.0532
2.750,0.2707,0.0006,0.1387,-0.0001,-0.0018,-0.0305,0.1183,0.0020,0.1183,-0.1149,1.4218,1.0532
2.800,0.2766,0.0007,0.1387,-0.0001,-0.0018,-0.0362,0.1183,0.0012,0.1183,-0.1144,1.4218,1.0532
2.850,0.2826,0.0007,0.1387,-0.0002,-0.0018,-0.0419,0.1183,0.0005,0.1183,-0.1135,1.4218,1.0532
2.900,0.2885,0.0007,0.1387,-0.0002,-0.0018,-0.0475,0.1183,-0.0002,0.1183,-0.1124,1.4218,1.0532
2.950,0.2944,0.0006,0.1387,-0.0002,-0.0018,-0.0531,0.1183,-0.0009,0.1183,-0.1114,1.4218,1.0532
3.000,0.3003,0.0006,0.1387,-0.0002,-0.0018,-0.0586,0.1183,-0.0017,0.1183,-0.1106,1.4218,1.0532
3.050,0.3062,0.0004,0.1387,-0.0002,-0.0018,-0.0641,0.1183,-0.0024,0.1183,-0.1099,1.4218,1.0532
3.100,0.3121,0.0003,0.1387,-0.0002,-0.0018,-0.0696,0.1182,-0.0031,0.1183,-0.1094,1.4218,1.0532
3.150,0.3180,0.0001,0.1387,-0.0002,-0.0018,-0.0751,0.1182,-0.0037,0.1183,-0.1090,1.4218,1.0532
3.200,0.3239,-0.0001,0.1387,-0.0002,-0.0018,-0.0805,0.1182,-0.0044,0.1183,-0.1088,1.4218,1.0532
3.250,0.3299,-0.0004,0.1387,-0.0002,-0.0018,-0.0859,0.1182,-0.0050,0.1183,-0.1087,1.4218,1.0532
3.300,0.3358,-0.0007,0.1387,-0.0002,-0.0018,-0.0914,0.1182,-0.0057,0.1183,-0.1087,1.4218,1.0532
3.350,0.3417,-0.0010,0.1387,-0.0002,-0.0018,-0.0968,0.1181,-0.0063,0.1183,-0.1087,1.4218,1.0532
3.400,0.3476,-0.0013,0.1387,-0.0003,-0.0018,-0.1022,0.1181,-0.0069,0.1183,-0.1087,1.4218,1.0532
3.450,0.3535,-0.0017,0.1387,-0.0003,-0.0018,-0.1077,0.1181,-0.0076,0.1183,-0.1087,1.4218,1.0532
3.500,0.3594,-0.0021,0.1387,-0.0003,-0.0018,-0.1131,0.1180,-0.0082,0.1183,-0.1087,1.4218,1.0532
3.550,0.3653,-0.0025,0.1387,-0.0003,-0.0018,-0.1185,0.1180,-0.0089,0.1183,-0.1087,1.4218,1.0532
3.600,0.3712,-0.0030,0.1387,-0.0003,-0.0018,-0.1240,0.1179,-0.0095,0.1183,-0.1087,1.4218,1.0532
3.650,0.3771,-0.0035,0.1387,-0.0003,-0.0018,-0.1294,0.1179,-0.0101,0.1183,-0.1087,1.4218,1.0532
3.700,0.3830,-0.0041,0.1387,-0.0003,-0.0018,-0.1348,0.1178,-0.0108,0.1183,-0.1087,1.4218,1.0532
3.750,0.3888,-0.0046,0.1387,-0.0003,-0.0018,-0.1403,0.1177,-0.0114,0.1183,-0.1087,1.4218,1.0532
3.800,0.3947,-0.0052,0.1387,-0.0003,-0.0018,-0.1457,0.1177,-0.0121,0.1183,-0.1087,1.4218,1.0532
3.850,0.4006,-0.0059,0.1387,-0.0003,-0.0018,-0.1512,0.1176,-0.0127,0.1183,-0.1087,1.4218,1.0532
3.900,0.4065,-0.0065,0.1387,-0.0004,-0.0017,-0.1566,0.1175,-0.0133,0.1183,-0.1087,1.4218,1.0532
3.950,0.4124,-0.0072,0.1387,-0.0004,-0.0017,-0.1620,0.1175,-0.0140,0.1183,-0.1087,1.4218,1.0532
4.000,0.4182,-0.0080,0.1387,-0.0004,-0.0017,-0.1675,0.1174,-0.0146,0.1183,-0.1087,1.4218,1.0532
4.050,0.4241,-0.0087,0.1387,-0.0004,-0.0017,-0.1729,0.1173,-0.0153,0.1183,-0.1087,1.4218,1.0532
4.100,0.4300,-0.0095,0.1387,-0.0004,-0.0017,-0.1783,0.1172,-0.0159,0.1183,-0.1087,1.4218,1.0532
4.150,0.4358,-0.0104,0.1387,-0.0004,-0.0017,-0.1838,0.1171,-0.0165,0.1183,-0.1087,1.4218,1.0532
4.200,0.4417,-0.0112,0.1387,-0.0004,-0.0017,-0.1892,0.1170,-0.0172,0.1183,-0.1087,1.4218,1.0532
4.250,0.4475,-0.0121,0.1387,-0.0004,-0.0017,-0.1947,0.1170,-0.0178,0.1183,-0.1087,1.4218,1.0532
4.300,0.4534,-0.0130,0.1387,-0.0004,-0.0017,-0.2001,0.1169,-0.0184,0.1183,-0.1087,1.4218,1.0532
4.350,0.4592,-0.0140,0.1387,-0.0004,-0.0017,-0.2055,0.1167,-0.0191,0.1183,-0.1087,1.4218,1.0532
4.400,0.4650,-0.0150,0.1387,-0.0004,-0.0017,-0.2110,0.1166,-0.0197,0.1183,-0.1087,1.4218,1.0532
4.450,0.4708,-0.0160,0.1387,-0.0005,-0.0017,-0.2164,0.1165,-0.0203,0.1183,-0.1087,1.4218,1.0532
4.500,0.4767,-0.0170,0.1387,-0.0005,-0.0017,-0.2218,0.1164,-0.0210,0.1183,-0.1087,1.4218,1.0532
4.550,0.4825,-0.0181,0.1387,-0.0005,-0.0017,-0.2273,0.1163,-0.0216,0.1183,-0.1087,1.4218,1.0532
4.600,0.4883,-0.0192,0.1387,-0.0005,-0.0017,-0.2327,0.1162,-0.0222,0.1183,-0.1087,1.4218,1.0532
4.650,0.4941,-0.0204,0.1387,-0.0005,-0.0017,-0.2382,0.1161,-0.0229,0.1183,-0.1087,1.4218,1.0532
4.700,0.4999,-0.0215,0.1387,-0.0005,-0.0017,-0.2436,0.1159,-0.0235,0.1183,-0.1087,1.4218,1.0532
4.750,0.5057,-0.0228,0.1387,-0.0005,-0.0017,-0.2490,0.1158,-0.0241,0.1183,-0.1087,1.4218,1.0532
4.800,0.5115,-0.0240,0.1387,-0.0005,-0.0017,-0.2545,0.1157,-0.0248,0.1183,-0.1087,1.4218,1.0532
4.850,0.5172,-0.0253,0.1387,-0.0005,-0.0017,-0.2599,0.1155,-0.0254,0.1183,-0.1087,1.4218,1.0532
4.900,0.5230,-0.0266,0.1387,-0.0005,-0.0017,-0.2653,0.1154,-0.0260,0.1183,-0.1087,1.4218,1.0532
4.950,0.5288,-0.0279,0.1387,-0.0005,-0.0017,-0.2708,0.1153,-0.0266,0.1183,-0.1087,1.4945,1.2773
5.000,0.5352,-0.0295,0.1387,-0.0006,-0.0018,-0.2751,0.1281,-0.0317,0.1319,-0.0872,1.4945,1.2773
5.050,0.5417,-0.0312,0.1387,-0.0006,-0.0017,-0.2786,0.1295,-0.0336,0.1338,-0.0702,1.4945,1.2773
5.100,0.5481,-0.0329,0.1387,-0.0006,-0.0017,-0.2819,0.1291,-0.0343,0.1336,-0.0640,1.4945,1.2773
5.150,0.5546,-0.0346,0.1387,-0.0006,-0.0017,-0.2849,0.1290,-0.0348,0.1336,-0.0614,1.4945,1.2773
5.200,0.5610,-0.0364,0.1387,-0.0006,-0.0017,-0.2880,0.1289,-0.0352,0.1336,-0.0609,1.4945,1.2773
5.250,0.5674,-0.0381,0.1387,-0.0006,-0.0017,-0.2910,0.1288,-0.0356,0.1336,-0.0614,1.4945,1.2773
5.300,0.5739,-0.0399,0.1387,-0.0006,-0.0017,-0.2941,0.1287,-0.0359,0.1336,-0.0621,1.4945,1.2773
5.350,0.5803,-0.0418,0.1387,-0.0006,-0.0017,-0.2973,0.1286,-0.0363,0.1336,-0.0628,1.4945,1.2773
5.400,0.5867,-0.0436,0.1387,-0.0006,-0.0017,-0.3004,0.1285,-0.0367,0.1336,-0.0633,1.4945,1.2773
5.450,0.5932,-0.0454,0.1387,-0.0006,-0.0017,-0.3036,0.1284,-0.0371,0.1336,-0.0636,1.4945,1.2773
5.500,0.5996,-0.0473,0.1387,-0.0006,-0.0017,-0.3068,0.1283,-0.0375,0.1336,-0.0638,1.4945,1.2773
5.550,0.6060,-0.0492,0.1387,-0.0006,-0.0017,-0.3100,0.1282,-0.0379,0.1336,-0.0639,1.4945,1.2773
5.600,0.6124,-0.0511,0.1387,-0.0006,-0.0017,-0.3132,0.1280,-0.0383,0.1336,-0.0640,1.4945,1.2773
5.650,0.6188,-0.0531,0.1387,-0.0006,-0.0017,-0.3164,0.1279,-0.0387,0.1336,-0.0641,1.4945,1.2773
5.700,0.6252,-0.0550,0.1387,-0.0006,-0.0017,-0.3196,0.1278,-0.0391,0.1336,-0.0641,1.4945,1.2773
5.750,0.6315,-0.0570,0.1387,-0.0006,-0.0017,-0.3228,0.1277,-0.0395,0.1336,-0.0641,1.4945,1.2773
5.800,0.6379,-0.0590,0.1387,-0.0006,-0.0017,-0.3260,0.1275,-0.0399,0.1336,-0.0641,1.4945,1.2773
5.850,0.6443,-0.0610,0.1387,-0.0006,-0.0017,-0.3292,0.1274,-0.0403,0.1336,-0.0641,1.4945,1.2773
5.900,0.6507,-0.0630,0.1387,-0.0007,-0.0017,-0.3324,0.1273,-0.0407,0.1336,-0.0641,1.4945,1.2773
5.950,0.6570,-0.0651,0.1387,-0.0007,-0.0017,-0.3356,0.1272,-0.0411,0.1336,-0.0641,1.4945,1.2773
6.000,0.6634,-0.0672,0.1387,-0.0007,-0.0017,-0.3388,0.1270,-0.0415,0.1336,-0.0641,1.4945,1.2773
6.050,0.6697,-0.0693,0.1387,-0.0007,-0.0016,-0.3421,0.1269,-0.0419,0.1336,-0.0641,1.4945,1.2773
6.100,0.6760,-0.0714,0.1387,-0.0007,-0.0016,-0.3453,0.1267,-0.0423,0.1336,-0.0641,1.4945,1.2773
6.150,0.6824,-0.0735,0.1387,-0.0007,-0.0016,-0.3485,0.1266,-0.0427,0.1336,-0.0641,1.4945,1.2773
6.200,0.6887,-0.0757,0.1387,-0.0007,-0.0016,-0.3517,0.1265,-0.0431,0.1336,-0.0641,1.4945,1.2773
6.250,0.6950,-0.0778,0.1387,-0.0007,-0.0016,-0.3549,0.1263,-0.0436,0.1336,-0.0641,1.4945,1.2773
6.300,0.7013,-0.0800,0.1387,-0.0007,-0.0016,-0.3581,0.1262,-0.0440,0.1336,-0.0641,1.4945,1.2773
6.350,0.7076,-0.0823,0.1387,-0.0007,-0.0016,-0.3613,0.1261,-0.0444,0.1336,-0.0641,1.4945,1.2773
6.400,0.7139,-0.0845,0.1387,-0.0007,-0.0016,-0.3645,0.1259,-0.0448,0.1336,-0.0641,1.4945,1.2773
6.450,0.7202,-0.0868,0.1387,-0.0007,-0.0016,-0.3677,0.1258,-0.0452,0.1336,-0.0641,1.4945,1.2773
6.500,0.7265,-0.0890,0.1387,-0.0007,-0.0016,-0.3709,0.1256,-0.0456,0.1336,-0.0641,1.4945,1.2773
6.550,0.7328,-0.0913,0.1387,-0.0007,-0.0016,-0.3741,0.1255,-0.0460,0.1336,-0.0641,1.4945,1.2773
6.600,0.7390,-0.0937,0.1387,-0.0007,-0.0016,-0.3773,0.1253,-0.0464,0.1336,-0.0641,1.4945,1.2773
6.650,0.7453,-0.0960,0.1387,-0.0007,-0.0016,-0.3805,0.1252,-0.0468,0.1336,-0.0641,1.4945,1.2773
6.700,0.7515,-0.0984,0.1387,-0.0007,-0.0016,-0.3837,0.1250,-0.0472,0.1336,-0.0641,1.4945,1.2773
6.750,0.7578,-0.1007,0.1387,-0.0007,-0.0016,-0.3869,0.1249,-0.0476,0.1336,-0.0641,1.4945,1.2773
6.800,0.7640,-0.1031,0.1387,-0.0007,-0.0016,-0.3901,0.1247,-0.0480,0.1336,-0.0641,1.4945,1.2773
6.850,0.7703,-0.1056,0.1387,-0.0008,-0.0016,-0.3933,0.1246,-0.0484,0.1336,-0.0641,1.4945,1.2773
6.900,0.7765,-0.1080,0.1387,-0.0008,-0.0016,-0.3965,0.1244,-0.0488,0.1336,-0.0641,1.4945,1.2773
6.950,0.7827,-0.1105,0.1387,-0.0008,-0.0016,-0.3998,0.1243,-0.0492,0.1336,-0.0641,1.4945,1.2773
7.000,0.7889,-0.1129,0.1387,-0.0008,-0.0016,-0.4030,0.1241,-0.0496,0.1336,-0.0641,1.4945,1.2773
7.050,0.7951,-0.1154,0.1387,-0.0008,-0.0016,-0.4062,0.1239,-0.0500,0.1336,-0.0641,1.4945,1.2773
7.100,0.8013,-0.1179,0.1387,-0.0008,-0.0016,-0.4094,0.1238,-0.0504,0.1336,-0.0641,1.4945,1.2773
7.150,0.8075,-0.1205,0.1387,-0.0008,-0.0016,-0.4126,0.1236,-0.0508,0.1336,-0.0641,1.4945,1.2773
7.200,0.8136,-0.1230,0.1387,-0.0008,-0.0016,-0.4158,0.1235,-0.0512,0.1336,-0.0641,1.4945,1.2773
7.250,0.8198,-0.1256,0.1387,-0.0008,-0.0016,-0.4190,0.1233,-0.0516,0.1336,-0.0638,1.4945,1.2773
7.300,0.8259,-0.1282,0.1387,-0.0008,-0.0016,-0.4221,0.1231,-0.0520,0.1336,-0.0636,1.4945,1.2773
7.350,0.8321,-0.1308,0.1387,-0.0008,-0.0016,-0.4253,0.1229,-0.0524,0.1336,-0.0636,1.4945,1.2773
7.400,0.8382,-0.1335,0.1387,-0.0008,-0.0016,-0.4285,0.1227,-0.0528,0.1336,-0.0637,1.4945,1.2773
7.450,0.8444,-0.1361,0.1387,-0.0008,-0.0016,-0.4317,0.1226,-0.0532,0.1336,-0.0637,0.5867,0.7711
7.500,0.8487,-0.1381,0.1387,-0.0006,-0.0012,-0.4336,0.0860,-0.0389,0.0944,-0.0377,0.5867,0.7711
7.550,0.8516,-0.1396,0.1387,-0.0008,-0.0015,-0.4312,0.0591,-0.0295,0.0661,0.0469,0.5867,0.7711
7.600,0.8546,-0.1411,0.1387,-0.0008,-0.0016,-0.4285,0.0599,-0.0303,0.0671,0.0549,0.5867,0.7711
7.650,0.8576,-0.1426,0.1387,-0.0008,-0.0016,-0.4257,0.0601,-0.0303,0.0673,0.0549,0.5867,0.7711
7.700,0.8606,-0.1441,0.1387,-0.0008,-0.0016,-0.4230,0.0601,-0.0301,0.0672,0.0547,0.5867,0.7711
7.750,0.8636,-0.1456,0.1387,-0.0008,-0.0016,-0.4203,0.0602,-0.0299,0.0672,0.0546,0.5867,0.7711
7.800,0.8666,-0.1471,0.1387,-0.0008,-0.0016,-0.4175,0.0603,-0.0297,0.0672,0.0546,0.5867,0.7711
7.850,0.8697,-0.1485,0.1387,-0.0008,-0.0016,-0.4148,0.0604,-0.0295,0.0672,0.0546,0.5867,0.7711
7.900,0.8727,-0.1500,0.1387,-0.0008,-0.0016,-0.4121,0.0604,-0.0293,0.0672,0.0546,0.5867,0.7711
7.950,0.8757,-0.1515,0.1387,-0.0008,-0.0016,-0.4094,0.0605,-0.0291,0.0672,0.0545,0.5867,0.7711
8.000,0.8787,-0.1529,0.1387,-0.0008,-0.0016,-0.4066,0.0606,-0.0290,0.0672,0.0545,0.5867,0.7711
8.050,0.8818,-0.1544,0.1387,-0.0008,-0.0016,-0.4039,0.0607,-0.0288,0.0672,0.0545,0.5867,0.7711
8.100,0.8848,-0.1558,0.1387,-0.0008,-0.0016,-0.4012,0.0608,-0.0286,0.0672,0.0545,0.5867,0.7711
8.150,0.8879,-0.1572,0.1387,-0.0008,-0.0016,-0.3985,0.0609,-0.0285,0.0672,0.0545,0.5867,0.7711
8.200,0.8909,-0.1586,0.1387,-0.0007,-0.0016,-0.3957,0.0609,-0.0283,0.0672,0.0545,0.5867,0.7711
8.250,0.8940,-0.1600,0.1387,-0.0007,-0.0016,-0.3930,0.0610,-0.0281,0.0672,0.0545,0.5867,0.7711
8.300,0.8970,-0.1614,0.1387,-0.0007,-0.0016,-0.3903,0.0611,-0.0280,0.0672,0.0545,0.5867,0.7711
8.350,0.9001,-0.1628,0.1387,-0.0007,-0.0016,-0.3876,0.0612,-0.0278,0.0672,0.0545,0.5867,0.7711
8.400,0.9031,-0.1642,0.1387,-0.0007,-0.0016,-0.3848,0.0612,-0.0276,0.0672,0.0545,0.5867,0.7711
8.450,0.9062,-0.1656,0.1387,-0.0007,-0.0016,-0.3821,0.0613,-0.0274,0.0672,0.0545,0.5867,0.7711
8.500,0.9093,-0.1669,0.1387,-0.0007,-0.0016,-0.3794,0.0614,-0.0273,0.0672,0.0545,0.5867,0.7711
8.550,0.9123,-0.1683,0.1387,-0.0007,-0.0016,-0.3766,0.0615,-0.0271,0.0672,0.0545,0.5867,0.7711
8.600,0.9154,-0.1696,0.1387,-0.0007,-0.0016,-0.3739,0.0615,-0.0269,0.0672,0.0545,0.5867,0.7711
8.650,0.9185,-0.1710,0.1387,-0.0007,-0.0016,-0.3712,0.0616,-0.0268,0.0672,0.0545,0.5867,0.7711
8.700,0.9216,-0.1723,0.1387,-0.0007,-0.0016,-0.3685,0.0617,-0.0266,0.0672,0.0545,0.5867,0.7711
8.750,0.9247,-0.1736,0.1387,-0.0007,-0.0016,-0.3657,0.0618,-0.0264,0.0672,0.0545,0.5867,0.7711
8.800,0.9278,-0.1749,0.1387,-0.0007,-0.0016,-0.3630,0.0618,-0.0263,0.0672,0.0545,0.5867,0.7711
8.850,0.9309,-0.1762,0.1387,-0.0007,-0.0016,-0.3603,0.0619,-0.0261,0.0672,0.0545,0.5867,0.7711
8.900,0.9340,-0.1775,0.1387,-0.0007,-0.0016,-0.3576,0.0620,-0.0259,0.0672,0.0545,0.5867,0.7711
8.950,0.9371,-0.1788,0.1387,-0.0007,-0.0016,-0.3549,0.0621,-0.0258,0.0672,0.0545,0.5867,0.7711
9.000,0.9402,-0.1801,0.1387,-0.0007,-0.0016,-0.3521,0.0621,-0.0256,0.0672,0.0545,0.5867,0.7711
9.050,0.9433,-0.1814,0.1387,-0.0007,-0.0016,-0.3494,0.0622,-0.0254,0.0672,0.0545,0.5867,0.7711
9.100,0.9464,-0.1826,0.1387,-0.0007,-0.0016,-0.3467,0.0623,-0.0252,0.0672,0.0545,0.5867,0.7711
9.150,0.9495,-0.1839,0.1387,-0.0007,-0.0016,-0.3440,0.0623,-0.0251,0.0672,0.0545,0.5867,0.7711
9.200,0.9526,-0.1851,0.1387,-0.0007,-0.0017,-0.3412,0.0624,-0.0249,0.0672,0.0545,0.5867,0.7711
9.250,0.9557,-0.1864,0.1387,-0.0007,-0.0017,-0.3385,0.0625,-0.0247,0.0672,0.0545,0.5867,0.7711
9.300,0.9589,-0.1876,0.1387,-0.0007,-0.0017,-0.3358,0.0625,-0.0246,0.0672,0.0545,0.5867,0.7711
9.350,0.9620,-0.1888,0.1387,-0.0006,-0.0017,-0.3331,0.0626,-0.0244,0.0672,0.0545,0.5867,0.7711
9.400,0.9651,-0.1900,0.1387,-0.0006,-0.0017,-0.3303,0.0627,-0.0242,0.0672,0.0545,0.5867,0.7711
9.450,0.9683,-0.1912,0.1387,-0.0006,-0.0017,-0.3276,0.0627,-0.0241,0.0672,0.0545,0.5867,0.7711
9.500,0.9714,-0.1924,0.1387,-0.0006,-0.0017,-0.3249,0.0628,-0.0239,0.0672,0.0544,0.5867,0.7711
9.550,0.9746,-0.1936,0.1387,-0.0006,-0.0017,-0.3222,0.0629,-0.0237,0.0672,0.0544,0.5867,0.7711
9.600,0.9777,-0.1948,0.1387,-0.0006,-0.0017,-0.3195,0.0629,-0.0235,0.0672,0.0544,0.5867,0.7711
9.650,0.9808,-0.1960,0.1387,-0.0006,-0.0017,-0.3167,0.0630,-0.0234,0.0672,0.0544,0.5867,0.7711
9.700,0.9840,-0.1971,0.1387,-0.0006,-0.0017,-0.3140,0.0631,-0.0232,0.0672,0.0544,0.5867,0.7711
9.750,0.9872,-0.1983,0.1387,-0.0006,-0.0017,-0.3113,0.0631,-0.0230,0.0672,0.0544,0.5867,0.7711
9.800,0.9903,-0.1994,0.1387,-0.0006,-0.0017,-0.3086,0.0632,-0.0229,0.0672,0.0544,0.5867,0.7711
9.850,0.9935,-0.2006,0.1387,-0.0006,-0.0017,-0.3058,0.0632,-0.0227,0.0672,0.0544,0.5867,0.7711
9.900,0.9966,-0.2017,0.1387,-0.0006,-0.0017,-0.3031,0.0633,-0.0225,0.0672,0.0544,0.5867,0.7711
